,index,0
3252,BMP6,-----------------------------------------------------------------------------------------S186I----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------Q118L------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3253,ABCC1,-----------------------------------------------------------------------------------------R501Q--------------------------------------------------------------------------------------------------------------------------------------------E751K---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------A160A----------------------------------------------------------------------------------------------------------
3254,PLAT,-----------------------------------------------------------------------------------------R497G-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3255,COL4A1,-----------------------------------------------------------------------------------------P647S-----------------------------------------------------------------------------------D706G--------------------------------------------------------------------------------------------P716P--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3256,RRM2,-----------------------------------------------------------------------------------------P346S-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3257,NID2,-----------------------------------------------------------------------------------------P130P------------A1365T------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------F1281fs----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------Y951D---------------------------E853K
3258,IDE,-----------------------------------------------------------------------------------------I73F-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------Y609H---------------------------------------------------------Y625C---------------------------D175D--------------------------------------Y858H------------------------------------------------------------------------------------------------
3259,CACYBP,-----------------------------------------------------------------------------------------E175fs-------------Q7*---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------D201Y-----------------
3260,MMP11,-----------------------------------------------------------------------------------------D84fs-------------------------------------------------------------------------------------R320H------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------G452C-----------------------------E188*--------------------------------------------------------
3261,NKX2-2,-----------------------------------------------------------------------------------------D17H--------------------------------G126fs--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3262,MAP1S,-----------------------------------------------------------------------------------------A853E----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------L866P R868P--------------------------------------------------------------------------------------------------------------------------F210F--------------------------------------------------------------T408T-----------------------L289P------
3263,P2RY2,----------------------------------------------------------------------------------------R245C----------------------------------------------------------------------------------------------------------------------------------------------------------------------------Y149Y-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------P7H-------------------------
3264,NKX2-5,----------------------------------------------------------------------------------------P209P-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------Y274S Q149H-------------------------------------------------------------------------------------------------------------P209P----------------------------------------
3265,ERCC3,----------------------------------------------------------------------------------------G50A--------------------------------------------E521*--------------------------------------------------------------------------------------------------------------------------------------------------------------L76I------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3266,PHKG1,----------------------------------------------------------------------------------------F169V----------V30I----------------------------------------------------------------------------------------------H39Y--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3267,NCL,---------------------------------------------------------------------------------------S563S------------------------------------------------------------------------------------------------------------------------------------------------------------------------------N399S----------------------------------------------------------------------------------W481C---------------------K220E---------------------------------------------------------------------------------------------------------------------------------------------------
3268,STAT2,---------------------------------------------------------------------------------------Q15*---------------------------------------------------------------Q351*-----------------------------------------------R300R---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3269,APOBEC3F,---------------------------------------------------------------------------------------P80P-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3270,MYH7,---------------------------------------------------------------------------------------L1061L--------------------------------------------------------------------------L1563L F1449F R1447R--------------------------------D1096E-------------------------------------------------------------A1487T----------------------------L863L----------------I521M---------------------------------------------------------------------------D986E----------------------------------------------------------------------------------------------------------------------------------A1487T----
3271,SH3BGR,---------------------------------------------------------------------------------------K120R-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3272,EIF4A2,---------------------------------------------------------------------------------------I233L----------------------------------------------------------Q149H--------------------------------------------T330I-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3273,PLCL1,---------------------------------------------------------------------------------------F389C-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3274,PHTF2,--------------------------------------------------------------------------------------V5V------------------------------------------------------------------------------------------------------------------------------------------------------------------------F255L-------------------------------------------------------------------------------------------------T523T-----------------------------------------------------G356S-----------------------------------------------------------------------------------------------------------
3275,MYH1,--------------------------------------------------------------------------------------R823H P685A---------------------------------------------------------------S1144F-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------V1921I--------------------------------------------------------------------------------------------------------------------------------------------
3276,LRP1,--------------------------------------------------------------------------------------R1999H-----------------------P1058T-------------P1058T--------------------------------------------------------------V1708I------------------------------Y3003*---------------------------------------------R2874S-----------------------------------------------A3933A---------------------------------------------------------------------------------------------------------------------------P1058T-----P2689Q------------------------------------------------------------------------
3277,NET1,--------------------------------------------------------------------------------------R175W--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3278,UBE2D3,--------------------------------------------------------------------------------------Q46*--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3279,IDH1,--------------------------------------------------------------------------------------Q185P--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3280,B4GALT5,--------------------------------------------------------------------------------------I60I----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------V32A-------------------------------------------------L15Q-------------------------------------------------------------
3281,FAH,--------------------------------------------------------------------------------------F107F--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3282,PSEN2,-------------------------------------------------------------------------------------V150L---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3283,MAPKAPK2,-------------------------------------------------------------------------------------T214fs----------------------------------------------------------------------------------------------------------------------------------------------------------T214fs----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3284,CDC25A,-------------------------------------------------------------------------------------P284T---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3285,SNAP91,-------------------------------------------------------------------------------------A577V------------------------------------------------------------Y127N--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3286,SH2B3,------------------------------------------------------------------------------------V388V----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3287,TIMP2,------------------------------------------------------------------------------------TAP91fs---------------------------------L12L------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3288,ESRRA,------------------------------------------------------------------------------------S95Y------------------------------------------------------------------------------------------------V198V-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------R352P---------------------------------------------------------------------------------------------------------------------------------------
3289,EGF,------------------------------------------------------------------------------------S224C-----------------------------------------------------------------------------------------------------------------------------------------------------------E94D---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------F215fs------------------------------------------------------------------------
3290,APLP1,------------------------------------------------------------------------------------P100L------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------L603L--------------------------------------------------------G214G----------------------------S219Y--------------------------------------------L603R-----------------------------------L195*----------------------------
3291,CDK8,------------------------------------------------------------------------------------L416I G415fs-----E72E-------------------------------------------------------------------S60P---------------P339L----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3292,FCN1,------------------------------------------------------------------------------------L248V---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------C111S------------------------------------------------------------------------------------------------------------------------
3293,ADSL,------------------------------------------------------------------------------------I72N------------------------------------------------------------------------------------------------------------------------------------------------M26L-------------------------------------------------------------------------------------------------------------A143S------------------------------------------------------------------------------------------------------------------------------------------------------------------------P10P------
3294,DIAPH3,------------------------------------------------------------------------------------I345F----------------------------------------------------------------R1019fs------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------K169T-------------------------------------------------N283K--------------------------------------------------------------------------------------------------------------------------
3295,INPP4B,------------------------------------------------------------------------------------I273I-------------------------------------------------------------------------------------------P215T--------------------------------------K560fs-------------------------------------------------------------------------------------------------------------------------------------------------------------------------L471fs---------------------------------------------------------------------------------------------------------------------------------
3296,PLVAP,------------------------------------------------------------------------------------I136V------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------L103M---------------------------------------------------------------------------------------------
3297,FKBP4,------------------------------------------------------------------------------------G360R-------------------------------------------------------------------------------K354N-----------------------------------------------Q236Q--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3298,ST6GAL1,------------------------------------------------------------------------------------G252fs-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------A190A----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3299,FLII,------------------------------------------------------------------------------------F835C-------F1008F-------------------------------------C982Y-------------------------------------------------------------------------------------L541P----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3300,MMP13,------------------------------------------------------------------------------------E223Q----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------W14C-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3301,PRIM2,------------------------------------------------------------------------------------D193Y---H255R-------------------Y70Y-------------------------------------------------------------------------------------------------------------V61E-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------R235R--------------------------------------------------------------------------------
3302,RRP8,------------------------------------------------------------------------------------A243T-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------R132R----------------------------------------------------------------------------------------------------------------------------------------------------------
3303,CACNA1H,-----------------------------------------------------------------------------------W171G------------------------------------------------------------------------------------------------------------I369I-------------------------------V1330IH1944N-----------------------------------R603R-----------M313V----------------------------------------------------------V1036V-------------------------------------N1365Y-----------------------------------------------------------------------------L1728L G1907G------F244L-----------------------------------------------------------
3304,CLDN7,-----------------------------------------------------------------------------------S172A----------------------------------------------------------------------------------S172A---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------A173T--------------------------------------------------------
3305,PALLD,-----------------------------------------------------------------------------------R240R--------------------------------------------------------------------------------------------------------------------------------------------D936D----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------A996T---------D16Y-----------------------------------------------------------------------------
3306,DDX60,-----------------------------------------------------------------------------------R1281K-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------R737Q---------------------------
3307,PTPRJ,-----------------------------------------------------------------------------------P422L-------------------------------------------------------------------------------------------------------------------------------------------------------------------A864T---------------------------------------------------------------------------------------------------------------------------------N1005T------------------------------------------D873Y-------------------------------Q483R-----------------------L176V-------------------T187A------------------
3308,NABP1,-----------------------------------------------------------------------------------N22T-----------------------------------------------------------------------------------------------------------K98Q----------------------------------------------------------------------------P156P--------------------------------------------------------------------------------------------------------------------------------------------------------I175L---------------------------------------------------------------------------------------------
3309,CFD,-----------------------------------------------------------------------------------L94R-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3310,SLC27A1,-----------------------------------------------------------------------------------L66P------------------------------------------------------------------E523D----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------R612C-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3311,GPR18,-----------------------------------------------------------------------------------L26V-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3312,LPIN1,-----------------------------------------------------------------------------------L201P---------------------------------------------------------------------------------------------------T563I------------------R725H----P367P---------------------------------------------------------------------P107S------G244S-------------------------------------------------------------------------------------------S143R------------------------------------------------------------S473S----------------------------------V811L V811V------------------------------------------
3313,IFIH1,-----------------------------------------------------------------------------------L167P-----------------------------------------------------------------------------------------------------------K352N-----------------------------------------------------------------L368I-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3314,RGS1,-----------------------------------------------------------------------------------G95R-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3315,RPS6KA3,-----------------------------------------------------------------------------------G349D-------------------------------------------------------A98A--------------------------K304E-------------------------E463K----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3316,DDX25,-----------------------------------------------------------------------------------E291G-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------L456L----------------------------------------------------------------------------------------------A280V----------------------------------------------------------------------------------------------------
3317,KIF20B,-----------------------------------------------------------------------------------E1247A----------------------------------------------------C132S------------------F113C---------------------------------------------------------------------------------------------------------------------------------------K1779E--------------N1008S--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------Q955K-------------------
3318,NRIP1,-----------------------------------------------------------------------------------D948D------------------------------------------------------------------------------------------------------------------------------------------------------------T603S-----------------------------------------------------------------------------------------------------------------------N509D-------------------------S579T--------------------------------------------------------Q827*----------------------------------------------------------------A614V------
3319,CDH15,-----------------------------------------------------------------------------------D732G-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------D88D---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3320,FUCA1,-----------------------------------------------------------------------------------A3P-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------T135A-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3321,CEL,----------------------------------------------------------------------------------W196L------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3322,AGL,----------------------------------------------------------------------------------S648C---------------------------------------------------------------------------------------------------------------------------R1228GE914E----------------------------------------------------------------------------------------------------------------------K265I---------------------------------------------------------------------------------------------------------------------------------------------------------------H626Q-----LI484fs-------E830*--------------
3323,NRCAM,----------------------------------------------------------------------------------S1071S------------------------------------------------------------------------------------------------------------------------------------------C382*---------T524fs-----------------------------------------------------------------------A460E--------------------M1127V----------------------------------P938S-----------------------------------------------------------------------------------------------------------------------------------------------------------
3324,ZEB1,----------------------------------------------------------------------------------R897L---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------D785N--------------------------------------------------------------------------------------------------------Y904H-----------------------------------------------------
3325,SCARF1,----------------------------------------------------------------------------------R772G-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------G530E----------------------------------------------------
3326,SLC24A3,----------------------------------------------------------------------------------P434L-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------E419D----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3327,POLQ,----------------------------------------------------------------------------------K717T---------------------------------------------------------------------------------L128F-------------M136IE1560V------------------------------------------------------------------------------------------------------------------Y2387C---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------C1078S------
3328,CPE,----------------------------------------------------------------------------------E117G-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------A165A---------------------------------------------------------------------------E84A------------------------------------------------------------------------------
3329,EGLN2,----------------------------------------------------------------------------------C42*---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------Y48H--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3330,FZD5,----------------------------------------------------------------------------------C222R------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3331,ADAM12,----------------------------------------------------------------------------------A303V------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------E155A--------------------------------------------------------------------------------------------------Y128F--------------------------------------------------------------------------------------------------------------
3332,HOXC10,---------------------------------------------------------------------------------L263P--------------------------------------------------------------------------------------------------------------------------------------------------------------------S302S----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3333,UBC,---------------------------------------------------------------------------------L221L--------------------------------------------------------------------------------------------------------------L377L S141S-------------------------------------------------------------------------T389A--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3334,INPPL1,---------------------------------------------------------------------------------G666V---------------------------------------------------------------------------------------------------------------------------------------------------------------------------P1105P---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
3335,PSMA1,---------------------------------------------------------------------------------E91*-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
